,word,x,y
172,s,7.57999849319458,2.884474039077759
173,give,0.34260138869285583,1.3554576635360718
174,little,6.669816493988037,5.568020343780518
175,conversation,1.9180450439453125,3.339379072189331
176,both,1.7318847179412842,2.9757959842681885
177,such,0.09997500479221344,2.354369640350342
178,must,-0.5202404260635376,1.4316078424453735
179,yet,1.4861736297607422,5.637561321258545
180,see,5.329084873199463,3.6195476055145264
181,years,4.268476486206055,6.014445781707764
182,whether,-0.08408050239086151,1.539700984954834
183,clay,5.228935718536377,2.559987783432007
184,opinion,0.3557533025741577,2.9541194438934326
185,whole,1.7138071060180664,5.7768025398254395
186,captain,6.292007923126221,2.0107908248901367
187,question,1.8676289319992065,1.4607888460159302
188,tomorrow,5.028592109680176,4.540535926818848
189,since,5.34947395324707,6.157965183258057
190,court,3.535784959793091,1.4068909883499146
191,calhoun,5.659106254577637,2.647228956222534
192,those,1.501922607421875,4.078116416931152
193,george,7.386929512023926,3.513895034790039
194,member,7.857204437255859,1.202825665473938
195,most,0.25788334012031555,3.2892608642578125
196,afternoon,6.376966953277588,5.3184404373168945
197,french,5.154707908630371,2.396249532699585
198,c,7.642197608947754,2.3440706729888916
199,members,2.440681219100952,2.853187322616577
200,hour,3.625272750854492,6.250730514526367
201,note,4.265729904174805,2.257025718688965
202,given,1.2250771522521973,1.9599504470825195
203,party,6.416446208953857,4.423810958862305
204,heard,6.773960113525391,5.601141452789307
205,she,7.2676568031311035,4.06466817855835
206,report,2.8378076553344727,2.379002809524536
207,next,5.337029457092285,6.295716762542725
208,may,-0.49325212836265564,1.4590166807174683
209,met,6.141941547393799,4.26381778717041
210,going,4.869312286376953,4.459804058074951
211,come,4.693174839019775,4.486886501312256
212,place,5.705421447753906,2.1945362091064453
213,return,4.812380790710449,4.608835697174072
214,smith,7.430541038513184,3.1175644397735596
215,judge,6.278599262237549,1.2068060636520386
216,r,7.6681437492370605,2.2627007961273193
217,case,3.1690309047698975,1.2875601053237915
218,king,4.876996994018555,2.12125301361084
219,meeting,2.6659481525421143,3.3061347007751465
220,rush,4.538559436798096,2.2851059436798096
221,wrote,3.8573105335235596,2.445463180541992
222,taken,2.2486510276794434,4.378183364868164
223,written,3.7404110431671143,2.454150438308716
224,oclock,5.0120015144348145,5.554753303527832
225,yesterday,5.075122356414795,3.0950212478637695
226,southard,5.942250728607178,2.4596736431121826
227,long,2.2327194213867188,6.393040657043457
228,h,7.8044843673706055,2.1816790103912354
229,well,1.5759029388427734,5.2554426193237305
230,spain,3.7035861015319824,0.8306242227554321
231,claim,2.588498830795288,0.8333852887153625
232,committee,7.169146537780762,1.134480357170105
233,country,1.2905230522155762,3.4697606563568115
234,immediately,4.824230194091797,4.437149524688721
235,writing,1.8264280557632446,6.177259922027588
236,every,0.9940340518951416,4.902498722076416
237,another,3.818704843521118,2.843733310699463
238,leave,4.900679111480713,4.4864325523376465
239,british,2.663705348968506,0.3900185525417328
240,g,7.448886394500732,2.232337474822998
241,call,0.8227322101593018,1.323272705078125
242,representatives,7.3920183181762695,1.037521481513977
243,administration,0.3047582507133484,3.1553332805633545
244,days,4.1340837478637695,5.912269592285156
245,spent,6.828904151916504,4.414919376373291
246,act,2.16911244392395,1.0934882164001465
247,afterwards,6.085853099822998,3.9017233848571777
248,year,3.481066942214966,3.140049934387207
249,draft,3.503035545349121,2.3775951862335205
250,brother,7.543058395385742,3.6397202014923096
251,johnson,7.332144737243652,2.7617547512054443
252,nothing,-0.6868006587028503,2.444382905960083
253,over,4.3370361328125,5.335160255432129
254,many,2.3434081077575684,4.461742877960205
255,says,0.9879595637321472,2.833810806274414
256,message,2.5977373123168945,2.1268680095672607
257,session,2.5781023502349854,3.2747998237609863
258,good,0.3251049518585205,5.211846828460693
259,t,7.740164756774902,2.37538743019104
260,do,-0.8140570521354675,1.9936143159866333
261,however,1.3271328210830688,3.6015446186065674
262,district,6.099838733673096,1.1318395137786865
263,course,1.1611841917037964,4.459292411804199
264,four,4.640420436859131,6.2360382080078125
265,b,7.708122253417969,2.3010852336883545
266,law,2.3236100673675537,1.7211941480636597
267,philadelphia,5.771914005279541,2.316497325897217
268,france,4.299259185791016,1.1437461376190186
269,miss,7.522103786468506,3.4160544872283936
270,through,2.9867048263549805,5.986668586730957
271,baltimore,5.840778350830078,2.345566511154175
272,too,1.0374932289123535,5.517632484436035
273,introduced,7.264453887939453,1.7904975414276123
274,weather,2.417635679244995,7.086202144622803
275,just,5.128841876983643,4.863621234893799
276,shall,-0.6236926913261414,1.4409067630767822
277,passed,3.983253240585327,5.255577564239502
278,navy,5.3154449462890625,1.3867902755737305
279,instructions,3.3157191276550293,1.850274920463562
280,still,1.4852715730667114,4.645609378814697
281,father,7.453607082366943,3.8028504848480225
282,city,5.094707012176514,4.503295421600342
283,send,0.9802455902099609,1.2038980722427368
284,mentioned,1.20038902759552,2.1405434608459473
285,among,2.731703042984009,4.290030479431152
286,saw,5.946841239929199,4.470165252685547
287,account,3.108649969100952,2.0628557205200195
288,business,1.692017674446106,5.805846214294434
289,half,3.7205417156219482,6.0735087394714355
290,ten,4.690610885620117,6.230092525482178
291,night,2.493901491165161,7.012474060058594
292,jackson,5.305517196655273,1.2552058696746826
293,family,6.867893695831299,4.065860271453857
294,further,0.6893869638442993,1.5086653232574463
295,copy,3.504575252532959,2.37377667427063
296,consul,4.989206790924072,1.3463234901428223
297,wife,7.480367183685303,3.8016510009765625
298,reading,3.0924437046051025,7.07733154296875
299,others,2.3616139888763428,3.938582420349121
300,church,6.70891809463501,5.431848049163818
301,relating,2.9194509983062744,1.7929736375808716
302,young,6.364264488220215,2.8299691677093506
303,never,-0.39665842056274414,2.7077319622039795
304,old,3.47453236579895,4.272200107574463
305,baron,5.450387477874756,2.7829742431640625
306,proposed,1.2316255569458008,1.4577301740646362
307,1,5.059941291809082,7.548868656158447
308,attended,6.334521293640137,4.605557918548584
309,am,1.5869967937469482,5.9961042404174805
310,capitol,4.950787544250488,6.143176078796387
311,persons,3.3064658641815186,4.368625164031982
312,while,4.519179821014404,4.414705276489258
313,though,1.2220174074172974,4.037017345428467
314,order,3.0034778118133545,1.6057689189910889
315,2,5.132294178009033,7.651387691497803
316,even,-0.5011420249938965,2.635645627975464
317,power,1.1984763145446777,1.0273572206497192
318,character,-0.43280285596847534,4.186639785766602
319,write,0.4316900968551636,1.4057585000991821
320,second,5.42357063293457,6.632124900817871
321,3,5.147006034851074,7.66955041885376
322,appointed,1.982832431793213,1.8163573741912842
323,treasury,5.66749382019043,1.8590699434280396
324,senator,7.856849193572998,1.1756601333618164
325,five,4.663319110870361,6.249468803405762
326,arrived,5.278779983520508,5.092602252960205
327,n,5.000608444213867,7.437977313995361
328,spanish,4.619388580322266,1.7428879737854004
329,person,5.360039710998535,1.7872484922409058
330,genl,6.465610980987549,1.957423210144043
331,symbols,4.604769706726074,6.94879674911499
332,dollars,3.422210454940796,3.170536756515503
333,barbour,6.867492198944092,1.2933415174484253
334,convention,2.6160168647766113,0.7069458961486816
335,promised,0.8607761859893799,1.3204084634780884
336,d,7.580129146575928,2.112759828567505
337,m,5.929954528808594,3.4954488277435303
338,service,6.291102886199951,5.247274398803711
339,therefore,0.2937137484550476,1.6854480504989624
340,thing,-0.7928347587585449,2.571763277053833
341,brown,6.970607757568359,2.8856630325317383
342,brent,6.210739612579346,2.171858549118042
343,necessary,-0.31455889344215393,1.8851726055145264
344,done,-0.2649780213832855,2.3796582221984863
345,can,-0.6704832911491394,1.5440176725387573
346,favour,0.9499324560165405,2.5518763065338135
347,soon,4.814391613006592,4.585465908050537
348,florida,6.715414524078369,0.9416508078575134
349,few,4.170852184295654,6.059972286224365
350,say,0.1181505024433136,1.4779207706451416
351,van,7.876316547393799,1.5891474485397339
352,myself,1.3608129024505615,5.854569911956787
353,hellen,7.2749176025390625,4.076643943786621
354,5,5.176525115966797,7.6957221031188965
355,virginia,7.7943878173828125,1.2094372510910034
356,quincy,6.069601535797119,4.6072916984558105
357,paid,3.4670939445495605,3.5867364406585693
358,foreign,2.606290102005005,0.7782894372940063
359,life,0.4646313488483429,4.973423480987549
360,commission,3.4053032398223877,1.3614096641540527
361,washington,5.188907146453857,4.1877241134643555
362,charles,7.439723968505859,3.508589744567871
363,hours,3.2568435668945312,6.345846652984619
364,because,0.44160082936286926,2.227113962173462
365,already,2.4467380046844482,3.108433723449707
366,almost,2.0710349082946777,6.49267578125
367,american,3.4619948863983154,0.8382100462913513
368,st,4.887665748596191,1.1708014011383057
369,name,5.040043354034424,3.196345806121826
370,agent,4.8461503982543945,1.2867183685302734
371,wished,0.8071523904800415,1.4615477323532104
372,count,5.732217788696289,3.2526206970214844
373,short,2.4229207038879395,5.980368614196777
374,p,7.720178127288818,1.8392657041549683
375,6,5.172775745391846,7.688386917114258
376,4,5.174050807952881,7.692709445953369
377,application,5.611352443695068,1.5322959423065186
378,attorney,6.033175468444824,1.139031171798706
379,paper,3.1583752632141113,2.3927056789398193
380,vi,4.410484313964844,6.896430492401123
381,claims,2.5750997066497803,0.8295843005180359
382,affairs,2.7653794288635254,1.1845961809158325
383,12,5.150173664093018,7.668144702911377
384,georgia,6.810993194580078,1.1229510307312012
385,object,1.078260064125061,2.5079610347747803
386,perhaps,0.07506784051656723,3.5049960613250732
387,ask,0.8875793218612671,1.211378812789917
388,officers,3.262552261352539,1.412300705909729
389,election,1.876167893409729,2.5345895290374756
390,9,5.168656349182129,7.673778057098389
391,england,4.344188690185547,1.3896404504776
392,7,5.174524307250977,7.680438041687012
393,desired,0.947304368019104,1.3081539869308472
394,nor,-0.7244616746902466,2.167184829711914
395,despatches,4.174515247344971,2.3523545265197754
396,accounts,3.1501567363739014,2.096857786178589
397,right,1.8416072130203247,0.7209218740463257
398,enquire,0.9077772498130798,1.2488958835601807
399,v,4.492223739624023,6.8999176025390625
400,thomas,7.592316150665283,2.734222412109375
401,large,2.826077938079834,5.227486610412598
402,back,4.505967617034912,4.445343971252441
403,article,2.1541731357574463,0.5777088403701782
404,agreed,0.8264884352684021,1.4553258419036865
405,know,-0.7562424540519714,1.9993351697921753
406,charge,5.0411601066589355,2.000922679901123
407,during,2.797177314758301,2.4166417121887207
408,returning,5.096538066864014,5.117504119873047
409,wirt,5.664479732513428,2.6220297813415527
410,men,2.484447479248047,4.622684478759766
411,edwards,7.393606662750244,1.258284568786621
412,commissioners,3.1090216636657715,1.202357292175293
413,neuville,5.383051872253418,2.7057831287384033
414,william,7.386132717132568,2.5905675888061523
415,vessel,3.58634614944458,0.7250932455062866
416,way,4.508999824523926,4.827176094055176
417,friends,0.4073675274848938,3.3483827114105225
418,duties,2.2454965114593506,0.4325748383998871
419,think,-0.6088312864303589,1.779530644416809
420,ever,-0.34423795342445374,2.8736703395843506
421,eve,6.928347587585449,4.342956066131592
422,how,-0.47655078768730164,1.8316720724105835
423,signed,3.4984469413757324,2.4925994873046875
424,full,1.8141930103302002,5.199039459228516
425,8,5.173702239990234,7.688998699188232
426,10,5.170216083526611,7.67690372467041
427,six,4.673519611358643,6.223149299621582
428,round,4.561428546905518,6.276837348937988
429,visitors,1.8313572406768799,6.180394172668457
430,hall,6.734076499938965,4.146620273590088
431,find,-0.7541616559028625,2.2941393852233887
432,pennsylvania,7.844153881072998,1.1362329721450806
433,unwell,2.0165555477142334,6.990251541137695
434,bank,3.7591731548309326,3.385843515396118
435,receive,0.4845913350582123,1.1841177940368652
436,people,2.2812883853912354,3.0874123573303223
437,small,2.88271164894104,5.225785732269287
438,seen,1.022534966468811,3.1112313270568848
439,notice,0.5232596397399902,1.7893850803375244
440,interest,0.5928529500961304,3.1626834869384766
441,visits,6.8033366203308105,3.6409928798675537
442,better,1.1964563131332397,5.119289398193359
443,obtain,2.442340135574341,2.459897994995117
444,making,2.0359363555908203,3.2955944538116455
445,vessels,2.8073997497558594,0.20726452767848969
446,11,5.171337604522705,7.669919013977051
447,resolution,2.647212028503418,2.234994649887085
448,down,3.6359429359436035,5.2927141189575195
449,away,3.7010304927825928,5.314663410186768
450,always,0.07609966397285461,3.2673962116241455
451,usual,2.199620008468628,6.002334117889404
452,town,5.38063907623291,5.060896873474121
453,james,7.768787860870361,2.0129282474517822
454,effect,0.7236648201942444,1.8937315940856934
455,v30,4.62947416305542,6.987159729003906
456,named,6.020078659057617,2.8064777851104736
457,finished,3.1431334018707275,7.106496810913086
458,bed,2.462373971939087,6.789665222167969
459,past,4.756553649902344,5.633416175842285
460,english,2.427520990371704,5.052990913391113
461,dine,5.74000883102417,4.517236232757568
462,conduct,0.24082420766353607,3.1619696617126465
463,engaged,1.8964245319366455,6.207186222076416
464,wish,0.47782421112060547,1.7217533588409424
465,entirely,0.18026795983314514,3.119504928588867
466,mission,4.24316930770874,1.2900023460388184
467,walked,5.361625671386719,5.509588718414307
468,l,7.286679267883301,2.176299571990967
469,sun,4.5364532470703125,6.892735958099365
470,ill,1.9762612581253052,7.0141730308532715
471,book,3.177868366241455,7.140261173248291
472,monroe,5.867389678955078,2.3199877738952637
473,rose,4.523530960083008,6.880115032196045
474,towards,-0.6139552593231201,3.472489833831787
475,negotiation,2.5801804065704346,0.7114984393119812
476,manner,-0.2731383740901947,3.343003034591675
477,far,-0.40886056423187256,2.138477325439453
478,decision,2.9925026893615723,1.381353735923767
479,recommendation,6.018254280090332,1.414635419845581
480,rain,2.6069977283477783,7.0934624671936035
481,informed,0.8478398323059082,2.029226541519165
482,mary,7.314830303192139,4.0268425941467285
483,cold,2.4011261463165283,7.084023475646973
484,pay,3.261305809020996,3.0461020469665527
485,delivered,3.9672086238861084,2.550227642059326
486,within,3.8992292881011963,4.912833213806152
487,15,5.016470909118652,7.493829250335693
488,observed,0.45273303985595703,2.2197940349578857
489,week,5.181023120880127,6.236326694488525
490,near,4.859373092651367,5.5025458335876465
491,answered,1.2137147188186646,1.962478518486023
492,ought,-0.3862924575805664,1.5059311389923096
493,taylor,7.635396957397461,1.2775161266326904
494,private,1.4884063005447388,3.030015707015991
495,like,1.161627173423767,4.524641036987305
496,newspapers,3.817892074584961,2.8093326091766357
497,each,3.074467658996582,4.49664831161499
498,major,6.044287204742432,1.721082329750061
499,prepared,3.3447887897491455,2.2878708839416504
500,forenoon,6.156133651733398,5.234882831573486
501,la,5.162233829498291,2.8471627235412598
502,cabinet,2.692751407623291,3.2009668350219727
503,point,1.7549970149993896,2.641012668609619
504,daughter,7.50866174697876,3.743286371231079
505,declined,1.0945193767547607,1.4904340505599976
506,attend,4.989300727844238,4.326709270477295
507,massachusetts,7.852451324462891,1.129126787185669
508,laws,2.970803737640381,2.092498779296875
509,river,4.192018032073975,5.203474044799805
510,proper,-0.43239113688468933,1.9206643104553223
511,ministers,2.8535070419311523,0.5640056729316711
512,copies,3.511082410812378,2.352578639984131
513,considered,0.6333827972412109,2.3653204441070557
514,referred,1.8879867792129517,1.8666709661483765
515,alone,4.622718811035156,5.807692527770996
516,regard,0.583183765411377,2.3843932151794434
517,itself,1.3741995096206665,1.3333499431610107
518,20,4.979502201080322,7.487939834594727
519,month,5.243509292602539,6.315535068511963
520,land,3.068293333053589,2.2089951038360596
521,purpose,1.702068567276001,3.256800413131714
522,lord,-0.43629011511802673,5.8151774406433105
523,expected,0.1900898963212967,1.9132384061813354
524,information,2.055903911590576,2.182239294052124
525,collector,5.730310440063477,1.204011082649231
526,early,4.762878894805908,5.363949775695801
527,requested,1.026442050933838,1.2910785675048828
528,25,4.8980512619018555,7.434900283813477
529,recommended,5.619618892669678,1.4259389638900757
530,political,0.3931235671043396,3.812157154083252
531,whose,4.621333122253418,3.278578519821167
532,employed,1.8756885528564453,6.185994625091553
533,published,3.8836264610290527,2.7091219425201416
534,canning,4.80229377746582,2.177442789077759
535,appeared,-0.059839148074388504,2.941246271133423
536,executive,1.4785284996032715,0.8978379368782043
537,possible,-0.3617391884326935,1.97085440158844
538,taking,2.208897590637207,3.2585854530334473
539,knew,0.3429733216762543,2.560173988342285
540,less,1.4233614206314087,5.040868759155273
541,pus,5.435561180114746,2.854951858520508
542,daffaires,5.022258758544922,1.943193793296814
543,off,3.603353261947632,5.305903911590576
544,quite,1.871540904045105,6.806151390075684
545,gone,4.951282501220703,4.9115309715271
546,thompson,5.8543572425842285,2.4912312030792236
547,consideration,1.1931867599487305,1.8550621271133423
548,cause,0.24237357079982758,3.3234493732452393
549,concluded,0.8505858778953552,1.5674430131912231
550,documents,3.300046443939209,2.4262478351593018
551,number,2.7894766330718994,4.684667110443115
552,duty,1.6830307245254517,0.8815978765487671
553,onis,4.79768705368042,2.1975009441375732
554,measures,1.945450782775879,2.575584888458252
555,gallatin,4.603551864624023,2.192328691482544
556,recommend,5.637375354766846,1.430768609046936
557,summer,5.140267848968506,6.091817378997803
558,mind,-0.4626396894454956,4.419373512268066
559,commodore,6.32143497467041,2.0510001182556152
560,either,-0.13220995664596558,1.9065210819244385
561,determined,0.7313023209571838,1.4753652811050415
562,months,4.199143409729004,5.920889854431152
563,rather,1.180310845375061,5.214661121368408
564,30,4.949081897735596,7.441615104675293
565,certain,3.042551040649414,1.8250380754470825
566,clerk,5.477471828460693,1.281355857849121
567,principle,1.4833192825317383,0.815939724445343
568,proceedings,3.2677814960479736,1.4217101335525513
569,doubt,0.12001583725214005,2.017188787460327
570,14,5.034945011138916,7.4965386390686035
571,minutes,4.211877346038818,6.471771717071533
572,affair,1.6392085552215576,2.652780294418335
573,24,5.0735015869140625,7.457793712615967
574,lee,6.418353080749512,2.1147620677948
575,shewed,3.631383180618286,2.7010929584503174
576,pass,4.762873649597168,4.831794738769531
577,coming,4.470104217529297,4.5779643058776855
578,south,3.1812829971313477,0.6176014542579651
579,america,4.381441116333008,1.5403679609298706
580,territory,6.807679176330566,0.9366995096206665
581,began,3.145812511444092,7.120981693267822
582,you,-0.5978328585624695,5.883543968200684
583,army,5.067971229553223,1.180944800376892
584,until,0.14272506535053253,1.3196824789047241
585,18,5.010583400726318,7.482429027557373
586,best,-0.4540973901748657,1.9732468128204346
587,once,2.032348155975342,4.001389026641846
588,officer,4.268712043762207,1.2514039278030396
589,bill,2.369088888168335,1.6379879713058472
590,god,-0.6905796527862549,5.891409873962402
591,louisiana,7.223942279815674,1.3964381217956543
592,least,1.5142239332199097,4.563314437866211
593,13,5.011809349060059,7.466294765472412
594,kentucky,7.805231094360352,1.177981972694397
595,hay,6.575348377227783,2.614814281463623
596,authority,1.4931756258010864,1.135599970817566
597,indians,3.2281606197357178,1.2128854990005493
598,commissioner,5.376814842224121,1.2780641317367554
599,money,3.0575079917907715,2.8825738430023193
600,island,3.6961395740509033,0.7863647937774658
601,16,5.017360687255859,7.491824150085449
602,ground,3.996734380722046,5.275790691375732
603,rest,2.726534605026245,4.952016353607178
604,correspondence,3.9155688285827637,2.1305313110351562
605,probably,-0.3420979380607605,1.7857396602630615
606,neither,-0.7451033592224121,2.17191219329834
607,charges,0.9904043674468994,2.5621538162231445
608,speak,0.7332183122634888,1.2192798852920532
609,play,2.447789192199707,5.689730167388916
610,books,3.184473752975464,4.400680065155029
611,giving,1.3471081256866455,1.7710803747177124
612,breakfast,4.163210868835449,6.32009220123291
613,occasion,0.03893239051103592,2.2239644527435303
614,strong,0.5175175070762634,3.6593828201293945
615,request,1.1843026876449585,1.39436674118042
616,scott,5.564330577850342,1.297621488571167
617,ladies,6.4440083503723145,4.415595054626465
618,various,1.9062886238098145,4.289901256561279
619,commercial,3.6782639026641846,0.8790585994720459
620,nearly,3.801783323287964,5.569180011749268
621,27,5.0651373863220215,7.478498935699463
622,continued,2.478278636932373,6.789824962615967
623,health,0.6902241706848145,5.35736608505249
624,finally,0.6650243401527405,1.746734619140625
625,thinks,1.0062264204025269,2.7764945030212402
626,advised,0.7733790278434753,1.38295578956604
627,monday,5.559406757354736,6.527150630950928
628,obliged,-0.6347137093544006,1.7150884866714478
629,17,5.005239009857178,7.46953821182251
630,22,5.050753593444824,7.502946853637695
631,scarcely,1.115402102470398,5.615087032318115
632,28,5.0169172286987305,7.454030513763428
633,legislature,2.3071842193603516,2.3284029960632324
634,constitution,1.963931679725647,1.0010673999786377
635,particularly,1.8107798099517822,2.9182164669036865
636,reason,-0.4138491749763489,2.6501686573028564
637,offered,0.8256855010986328,1.5943670272827148
638,none,1.5740941762924194,3.835509777069092
639,directed,1.097306251525879,1.4359984397888184
640,forsyth,4.858235836029053,2.0071661472320557
641,26,5.0506792068481445,7.474777698516846
642,death,4.659704685211182,3.35986328125
643,put,2.882721424102783,5.102068901062012
