entry,date,places,coordinates,lat,lon
jqadiaries-v35-1824-04-16,1824-04-16,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v35-1824-04-16,1824-04-16,Retsch,"(54.16174, 20.51693)",54.16174,20.51693
jqadiaries-v35-1824-04-16,1824-04-16,the District of Missouri,"(38.6195191, -90.2293463)",38.6195191,-90.2293463
jqadiaries-v35-1824-04-16,1824-04-16,Georgetown,"(6.8137426, -58.1624465)",6.8137426,-58.1624465
jqadiaries-v35-1824-04-16,1824-04-16,Norfolk,"(52.666667, 1.0)",52.666667,1.0
jqadiaries-v35-1824-04-16,1824-04-16,the Republic of Colombia,"(2.8894434, -73.783892)",2.8894434,-73.783892
jqadiaries-v35-1824-04-16,1824-04-16,Alexandria,"(38.8051095, -77.0470229)",38.8051095,-77.0470229
jqadiaries-v35-1824-04-16,1824-04-16,Europe,"(51.0, 10.0)",51.0,10.0
jqadiaries-v35-1824-04-16,1824-04-16,Caroline,"(52.0943034, -114.7391684)",52.0943034,-114.7391684
jqadiaries-v35-1824-04-16,1824-04-16,Virginia,"(37.1232245, -78.4927721)",37.1232245,-78.4927721
jqadiaries-v35-1824-04-16,1824-04-16,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v35-1824-04-17,1824-04-17,Vermont,"(44.5990718, -72.5002608)",44.5990718,-72.5002608
jqadiaries-v35-1824-04-17,1824-04-17,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v35-1824-04-17,1824-04-17,Indiana,"(40.3270127, -86.1746933)",40.3270127,-86.1746933
jqadiaries-v35-1824-04-17,1824-04-17,North-Carolina,"(35.6729639, -79.0392919)",35.6729639,-79.0392919
jqadiaries-v35-1824-04-17,1824-04-17,Passport,"(38.7892139, -88.2436533)",38.7892139,-88.2436533
jqadiaries-v35-1824-04-17,1824-04-17,Europe,"(51.0, 10.0)",51.0,10.0
jqadiaries-v35-1824-04-17,1824-04-17,Institution,"(53.3872585, -2.5983075)",53.3872585,-2.5983075
jqadiaries-v35-1824-04-17,1824-04-17,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v35-1824-04-17,1824-04-17,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-17,1824-04-17,the Legislature of New-York,"(42.9580088, -74.3806803)",42.9580088,-74.3806803
jqadiaries-v35-1824-04-17,1824-04-17,Missouri,"(38.7604815, -92.5617875)",38.7604815,-92.5617875
jqadiaries-v35-1824-04-17,1824-04-17,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-17,1824-04-17,Jackson,"(32.2990384, -90.1847691)",32.2990384,-90.1847691
jqadiaries-v35-1824-04-17,1824-04-17,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-17,1824-04-17,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-17,1824-04-17,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-17,1824-04-17,Tennessee,"(35.7730076, -86.2820081)",35.7730076,-86.2820081
jqadiaries-v35-1824-04-17,1824-04-17,Jackson,"(32.2990384, -90.1847691)",32.2990384,-90.1847691
jqadiaries-v35-1824-04-17,1824-04-17,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-17,1824-04-17,Eaton,"(42.5935964, -84.8443666)",42.5935964,-84.8443666
jqadiaries-v35-1824-04-17,1824-04-17,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-17,1824-04-17,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-17,1824-04-17,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-18,1824-04-18,Indiana,"(40.3270127, -86.1746933)",40.3270127,-86.1746933
jqadiaries-v35-1824-04-18,1824-04-18,Vermont,"(44.5990718, -72.5002608)",44.5990718,-72.5002608
jqadiaries-v35-1824-04-18,1824-04-18,District,"(11.1916713, 124.7826773)",11.1916713,124.7826773
jqadiaries-v35-1824-04-18,1824-04-18,Indiana,"(40.3270127, -86.1746933)",40.3270127,-86.1746933
jqadiaries-v35-1824-04-18,1824-04-18,Jerusalem,"(31.7788242, 35.2257626)",31.7788242,35.2257626
jqadiaries-v35-1824-04-18,1824-04-18,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v35-1824-04-18,1824-04-18,North-Carolina,"(35.6729639, -79.0392919)",35.6729639,-79.0392919
jqadiaries-v35-1824-04-18,1824-04-18,Ohio,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
jqadiaries-v35-1824-04-18,1824-04-18,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-19,1824-04-19,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v35-1824-04-19,1824-04-19,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v35-1824-04-19,1824-04-19,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
jqadiaries-v35-1824-04-19,1824-04-19,the Republic of Colombia,"(2.8894434, -73.783892)",2.8894434,-73.783892
jqadiaries-v35-1824-04-19,1824-04-19,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v35-1824-04-19,1824-04-19,Bogota,"(4.6533326, -74.083652)",4.6533326,-74.083652
jqadiaries-v35-1824-04-19,1824-04-19,the Bahama Islands,"(26.661393099999998, -78.26835346979033)",26.661393099999998,-78.26835346979033
jqadiaries-v35-1824-04-19,1824-04-19,the South-Carolina Law,"(33.8593296, -79.7289554)",33.8593296,-79.7289554
jqadiaries-v35-1824-04-19,1824-04-19,Rockville,"(39.0817985, -77.1516844)",39.0817985,-77.1516844
jqadiaries-v35-1824-04-19,1824-04-19,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v35-1824-04-19,1824-04-19,Richmond,"(37.5385087, -77.43428)",37.5385087,-77.43428
jqadiaries-v35-1824-04-19,1824-04-19,Illinois,"(40.0796606, -89.4337288)",40.0796606,-89.4337288
jqadiaries-v35-1824-04-19,1824-04-19,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v35-1824-04-19,1824-04-19,Crawford,"(39.0131644, -87.7291001)",39.0131644,-87.7291001
jqadiaries-v35-1824-04-20,1824-04-20,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v35-1824-04-20,1824-04-20,Bogota,"(4.6533326, -74.083652)",4.6533326,-74.083652
jqadiaries-v35-1824-04-20,1824-04-20,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v35-1824-04-20,1824-04-20,St. Augustine,"(29.8946952, -81.3145395)",29.8946952,-81.3145395
jqadiaries-v35-1824-04-20,1824-04-20,North-Carolina,"(35.6729639, -79.0392919)",35.6729639,-79.0392919
jqadiaries-v35-1824-04-20,1824-04-20,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v35-1824-04-20,1824-04-20,Floyd,"(34.0266015, -101.2765537)",34.0266015,-101.2765537
jqadiaries-v35-1824-04-20,1824-04-20,Livingston,"(40.8682487, -88.5631125)",40.8682487,-88.5631125
jqadiaries-v35-1824-04-20,1824-04-20,Alabama,"(33.2588817, -86.8295337)",33.2588817,-86.8295337
jqadiaries-v35-1824-04-21,1824-04-21,Virginia,"(37.1232245, -78.4927721)",37.1232245,-78.4927721
jqadiaries-v35-1824-04-21,1824-04-21,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v35-1824-04-21,1824-04-21,Washington,"(38.8949924, -77.0365581)",38.8949924,-77.0365581
jqadiaries-v35-1824-04-21,1824-04-21,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-21,1824-04-21,Tallmadge,"(41.1014616, -81.4417989)",41.1014616,-81.4417989
jqadiaries-v35-1824-04-21,1824-04-21,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-21,1824-04-21,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v35-1824-04-21,1824-04-21,District,"(11.1916713, 124.7826773)",11.1916713,124.7826773
jqadiaries-v35-1824-04-21,1824-04-21,St. Augustine,"(29.8946952, -81.3145395)",29.8946952,-81.3145395
jqadiaries-v35-1824-04-21,1824-04-21,New-Jersey,"(40.0757384, -74.4041622)",40.0757384,-74.4041622
jqadiaries-v35-1824-04-22,1824-04-22,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v35-1824-04-22,1824-04-22,Edwardsville,"(38.8114364, -89.953157)",38.8114364,-89.953157
jqadiaries-v35-1824-04-22,1824-04-22,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-22,1824-04-22,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-22,1824-04-22,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v35-1824-04-23,1824-04-23,Louisiana,"(30.8703881, -92.007126)",30.8703881,-92.007126
jqadiaries-v35-1824-04-23,1824-04-23,New-Haven,"(41.298434349999994, -72.93102342707913)",41.298434349999994,-72.93102342707913
jqadiaries-v35-1824-04-23,1824-04-23,the Porpoise U.S.,"(26.630907, -82.0684245)",26.630907,-82.0684245
jqadiaries-v35-1824-04-23,1824-04-23,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v35-1824-04-23,1824-04-23,New-Orleans,"(29.9499323, -90.0701156)",29.9499323,-90.0701156
jqadiaries-v35-1824-04-23,1824-04-23,New Haven,"(41.298434349999994, -72.93102342707913)",41.298434349999994,-72.93102342707913
jqadiaries-v35-1824-04-23,1824-04-23,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v35-1824-04-23,1824-04-23,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v35-1824-04-23,1824-04-23,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v35-1824-04-23,1824-04-23,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v35-1824-04-24,1824-04-24,Sprague of Salem,"(44.886588700000004, -123.07866616562839)",44.886588700000004,-123.07866616562839
jqadiaries-v35-1824-04-24,1824-04-24,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v35-1824-04-24,1824-04-24,Salem,"(44.9391565, -123.033121)",44.9391565,-123.033121
jqadiaries-v35-1824-04-24,1824-04-24,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v35-1824-04-24,1824-04-24,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v35-1824-04-24,1824-04-24,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
jqadiaries-v35-1824-04-24,1824-04-24,New-York State,"(43.1561681, -75.8449946)",43.1561681,-75.8449946
jqadiaries-v35-1824-04-24,1824-04-24,Bernhart,"(41.0121249, -92.0685794)",41.0121249,-92.0685794
jqadiaries-v35-1824-04-24,1824-04-24,St. Lawrence,"(63.36228525, -170.03692981607117)",63.36228525,-170.03692981607117
jqadiaries-v35-1824-04-24,1824-04-24,the South-Carolina Law,"(33.8593296, -79.7289554)",33.8593296,-79.7289554
jqadiaries-v35-1824-04-24,1824-04-24,St. Augustine,"(29.8946952, -81.3145395)",29.8946952,-81.3145395
jqadiaries-v35-1824-04-24,1824-04-24,Varela,"(-34.6398165, -58.4580134)",-34.6398165,-58.4580134
jqadiaries-v35-1824-04-24,1824-04-24,the Island of Cuba,"(23.0131338, -80.8328748)",23.0131338,-80.8328748
jqadiaries-v35-1824-04-24,1824-04-24,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v35-1824-04-24,1824-04-24,Cuba,"(23.0131338, -80.8328748)",23.0131338,-80.8328748
jqadiaries-v35-1824-04-24,1824-04-24,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-24,1824-04-24,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v35-1824-04-25,1824-04-25,Varela,"(-34.6398165, -58.4580134)",-34.6398165,-58.4580134
jqadiaries-v35-1824-04-25,1824-04-25,Staughton,"(52.261053849999996, -0.3481293627793088)",52.261053849999996,-0.3481293627793088
jqadiaries-v35-1824-04-25,1824-04-25,Fishkill,"(41.5355745, -73.898702)",41.5355745,-73.898702
jqadiaries-v35-1824-04-25,1824-04-25,Eaton,"(42.5935964, -84.8443666)",42.5935964,-84.8443666
jqadiaries-v35-1824-04-25,1824-04-25,Jackson,"(32.2990384, -90.1847691)",32.2990384,-90.1847691
jqadiaries-v35-1824-04-25,1824-04-25,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v35-1824-04-25,1824-04-25,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v35-1824-04-25,1824-04-25,Forsyth,"(39.9325368, -88.9511912)",39.9325368,-88.9511912
jqadiaries-v35-1824-04-25,1824-04-25,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v35-1824-04-25,1824-04-25,Forsyth,"(39.9325368, -88.9511912)",39.9325368,-88.9511912
jqadiaries-v35-1824-04-25,1824-04-25,New-England,"(44.2057083, -70.75378387447887)",44.2057083,-70.75378387447887
jqadiaries-v35-1824-04-25,1824-04-25,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v35-1824-04-25,1824-04-25,Forsyth,"(39.9325368, -88.9511912)",39.9325368,-88.9511912
jqadiaries-v35-1824-04-25,1824-04-25,Crawford,"(39.0131644, -87.7291001)",39.0131644,-87.7291001
jqadiaries-v35-1824-04-26,1824-04-26,Germany,"(51.0834196, 10.4234469)",51.0834196,10.4234469
jqadiaries-v35-1824-04-26,1824-04-26,Wurtemberger,"(51.8582858, 10.6318864)",51.8582858,10.6318864
jqadiaries-v35-1824-04-26,1824-04-26,Alexandria,"(38.8051095, -77.0470229)",38.8051095,-77.0470229
jqadiaries-v35-1824-04-26,1824-04-26,Annapolis,"(38.9786401, -76.492786)",38.9786401,-76.492786
jqadiaries-v35-1824-04-26,1824-04-26,Sea,"(47.4475673, -122.3080158569515)",47.4475673,-122.3080158569515
jqadiaries-v35-1824-04-26,1824-04-26,Wurtemberg,"(41.8959259, -73.8670783)",41.8959259,-73.8670783
jqadiaries-v35-1824-04-26,1824-04-26,Amsterdam,"(52.3727598, 4.8936041)",52.3727598,4.8936041
jqadiaries-v35-1824-04-26,1824-04-26,North Carolina,"(35.6729639, -79.0392919)",35.6729639,-79.0392919
jqadiaries-v35-1824-04-26,1824-04-26,Florida,"(27.7567667, -81.4639835)",27.7567667,-81.4639835
jqadiaries-v35-1824-04-26,1824-04-26,Providence,"(41.8239891, -71.4128343)",41.8239891,-71.4128343
jqadiaries-v35-1824-04-26,1824-04-26,Rhode Island,"(41.7962409, -71.5992372)",41.7962409,-71.5992372
jqadiaries-v35-1824-04-26,1824-04-26,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v35-1824-04-26,1824-04-26,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v35-1824-04-26,1824-04-26,the People of Pennsylvania,"(40.4958284, -80.2495859)",40.4958284,-80.2495859
jqadiaries-v35-1824-04-26,1824-04-26,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v35-1824-04-26,1824-04-26,Paris,"(48.8566969, 2.3514616)",48.8566969,2.3514616
jqadiaries-v35-1824-04-26,1824-04-26,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
jqadiaries-v35-1824-04-26,1824-04-26,Summer,"(36.5125765, 4.3633641)",36.5125765,4.3633641
jqadiaries-v35-1824-04-26,1824-04-26,Stockholm,"(59.3251172, 18.0710935)",59.3251172,18.0710935
jqadiaries-v35-1824-04-26,1824-04-26,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-26,1824-04-26,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-26,1824-04-26,Lisbon,"(38.7077507, -9.1365919)",38.7077507,-9.1365919
jqadiaries-v35-1824-04-26,1824-04-26,Rio de Janeiro,"(-22.9110137, -43.2093727)",-22.9110137,-43.2093727
jqadiaries-v35-1824-04-26,1824-04-26,the Empire of Brazil,"(-15.801533150000001, -47.8823833996263)",-15.801533150000001,-47.8823833996263
jqadiaries-v35-1824-04-26,1824-04-26,England,"(52.5310214, -1.2649062)",52.5310214,-1.2649062
jqadiaries-v35-1824-04-26,1824-04-26,England,"(52.5310214, -1.2649062)",52.5310214,-1.2649062
jqadiaries-v35-1824-04-26,1824-04-26,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v35-1824-04-26,1824-04-26,England,"(52.5310214, -1.2649062)",52.5310214,-1.2649062
jqadiaries-v35-1824-04-26,1824-04-26,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-26,1824-04-26,New-Hampshire,"(43.4849133, -71.6553992)",43.4849133,-71.6553992
jqadiaries-v35-1824-04-26,1824-04-26,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-26,1824-04-26,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-26,1824-04-26,Alexandria,"(38.8051095, -77.0470229)",38.8051095,-77.0470229
jqadiaries-v35-1824-04-27,1824-04-27,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v35-1824-04-27,1824-04-27,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v35-1824-04-27,1824-04-27,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v35-1824-04-27,1824-04-27,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v35-1824-04-27,1824-04-27,Albany,"(42.6511674, -73.754968)",42.6511674,-73.754968
jqadiaries-v35-1824-04-27,1824-04-27,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-27,1824-04-27,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-27,1824-04-27,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v35-1824-04-27,1824-04-27,Guayaquil,"(-2.1900703, -79.8868702)",-2.1900703,-79.8868702
jqadiaries-v35-1824-04-27,1824-04-27,Bogota,"(4.6533326, -74.083652)",4.6533326,-74.083652
jqadiaries-v35-1824-04-27,1824-04-27,London,"(51.5073219, -0.1276474)",51.5073219,-0.1276474
jqadiaries-v35-1824-04-28,1824-04-28,Kentucky,"(37.5726028, -85.1551411)",37.5726028,-85.1551411
jqadiaries-v35-1824-04-28,1824-04-28,Acapulco,"(16.8680495, -99.8940182)",16.8680495,-99.8940182
jqadiaries-v35-1824-04-28,1824-04-28,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v35-1824-04-28,1824-04-28,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v35-1824-04-28,1824-04-28,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v35-1824-04-28,1824-04-28,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v35-1824-04-28,1824-04-28,Alexandria,"(38.8051095, -77.0470229)",38.8051095,-77.0470229
jqadiaries-v35-1824-04-28,1824-04-28,England,"(52.5310214, -1.2649062)",52.5310214,-1.2649062
jqadiaries-v35-1824-04-28,1824-04-28,Rush,"(38.5047752, -99.309214)",38.5047752,-99.309214
jqadiaries-v35-1824-04-28,1824-04-28,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-28,1824-04-28,England,"(52.5310214, -1.2649062)",52.5310214,-1.2649062
jqadiaries-v35-1824-04-28,1824-04-28,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
jqadiaries-v35-1824-04-28,1824-04-28,Cuba,"(23.0131338, -80.8328748)",23.0131338,-80.8328748
jqadiaries-v35-1824-04-28,1824-04-28,Varela,"(-34.6398165, -58.4580134)",-34.6398165,-58.4580134
jqadiaries-v35-1824-04-29,1824-04-29,Richmond,"(37.5385087, -77.43428)",37.5385087,-77.43428
jqadiaries-v35-1824-04-29,1824-04-29,Virginia,"(37.1232245, -78.4927721)",37.1232245,-78.4927721
jqadiaries-v35-1824-04-29,1824-04-29,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v35-1824-04-29,1824-04-29,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v35-1824-04-29,1824-04-29,Paris,"(48.8566969, 2.3514616)",48.8566969,2.3514616
jqadiaries-v35-1824-04-29,1824-04-29,Vermont,"(44.5990718, -72.5002608)",44.5990718,-72.5002608
jqadiaries-v35-1824-04-29,1824-04-29,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-29,1824-04-29,New-England,"(44.2057083, -70.75378387447887)",44.2057083,-70.75378387447887
jqadiaries-v35-1824-04-29,1824-04-29,New-Hampshire,"(43.4849133, -71.6553992)",43.4849133,-71.6553992
jqadiaries-v35-1824-04-29,1824-04-29,Maine,"(45.709097, -68.8590201)",45.709097,-68.8590201
jqadiaries-v35-1824-04-29,1824-04-29,Ohio,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
jqadiaries-v35-1824-04-29,1824-04-29,Ohio,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
jqadiaries-v35-1824-04-29,1824-04-29,Rhode-Island,"(41.7962409, -71.5992372)",41.7962409,-71.5992372
jqadiaries-v35-1824-04-29,1824-04-29,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-04-29,1824-04-29,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v35-1824-04-29,1824-04-29,Wurtemberger,"(51.8582858, 10.6318864)",51.8582858,10.6318864
jqadiaries-v35-1824-04-29,1824-04-29,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v35-1824-04-29,1824-04-29,Beaumarchais,"(49.0848706, 2.6509657)",49.0848706,2.6509657
jqadiaries-v35-1824-04-29,1824-04-29,London,"(51.5073219, -0.1276474)",51.5073219,-0.1276474
jqadiaries-v35-1824-04-29,1824-04-29,Rio de Janeiro,"(-22.9110137, -43.2093727)",-22.9110137,-43.2093727
jqadiaries-v35-1824-04-29,1824-04-29,Brazil,"(-10.3333333, -53.2)",-10.3333333,-53.2
jqadiaries-v35-1824-04-29,1824-04-29,Brazil,"(-10.3333333, -53.2)",-10.3333333,-53.2
jqadiaries-v35-1824-04-29,1824-04-29,St. Augustine,"(29.8946952, -81.3145395)",29.8946952,-81.3145395
jqadiaries-v35-1824-04-29,1824-04-29,Rebello,"(38.7105551, -9.139938228617758)",38.7105551,-9.139938228617758
jqadiaries-v35-1824-04-29,1824-04-29,Suarez,"(4.0484889, -74.833034)",4.0484889,-74.833034
jqadiaries-v35-1824-04-29,1824-04-29,Sullivan,"(40.1993002, -93.1140993)",40.1993002,-93.1140993
jqadiaries-v35-1824-04-29,1824-04-29,Talbot,"(-4.6702758, 55.5011429)",-4.6702758,55.5011429
jqadiaries-v35-1824-04-29,1824-04-29,Thornton,"(39.8695516, -104.985181)",39.8695516,-104.985181
jqadiaries-v35-1824-04-29,1824-04-29,Torrens,"(-35.37195, 149.0878797)",-35.37195,149.0878797
jqadiaries-v35-1824-04-29,1824-04-29,Varela,"(-34.6398165, -58.4580134)",-34.6398165,-58.4580134
jqadiaries-v35-1824-04-29,1824-04-29,Verplanck,"(41.256439, -73.95894457357707)",41.256439,-73.95894457357707
jqadiaries-v35-1824-04-29,1824-04-29,Tayloe,"(32.4481915, -87.4380556)",32.4481915,-87.4380556
jqadiaries-v35-1824-04-30,1824-04-30,Rockville,"(39.0817985, -77.1516844)",39.0817985,-77.1516844
jqadiaries-v35-1824-04-30,1824-04-30,Alexandria,"(38.8051095, -77.0470229)",38.8051095,-77.0470229
jqadiaries-v35-1824-04-30,1824-04-30,Caroline,"(52.0943034, -114.7391684)",52.0943034,-114.7391684
jqadiaries-v35-1824-04-30,1824-04-30,Virginia,"(37.1232245, -78.4927721)",37.1232245,-78.4927721
jqadiaries-v35-1824-04-30,1824-04-30,St. Augustine,"(29.8946952, -81.3145395)",29.8946952,-81.3145395
jqadiaries-v35-1824-04-30,1824-04-30,Great-Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v35-1824-04-30,1824-04-30,Algiers,"(28.0000272, 2.9999825)",28.0000272,2.9999825
jqadiaries-v35-1824-04-30,1824-04-30,Madrid,"(40.4167047, -3.7035825)",40.4167047,-3.7035825
jqadiaries-v35-1824-04-30,1824-04-30,Stockholm,"(59.3251172, 18.0710935)",59.3251172,18.0710935
jqadiaries-v35-1824-04-30,1824-04-30,District,"(11.1916713, 124.7826773)",11.1916713,124.7826773
jqadiaries-v35-1824-04-30,1824-04-30,Charleston,"(32.7876012, -79.9402728)",32.7876012,-79.9402728
jqadiaries-v35-1824-04-30,1824-04-30,S.C.,"(33.6874388, -80.4363743)",33.6874388,-80.4363743
jqadiaries-v35-1824-04-30,1824-04-30,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v35-1824-02-01,1824-02-01,Van Wyck,"(48.8037225, -122.420721)",48.8037225,-122.420721
jqadiaries-v35-1824-02-02,1824-02-02,Georgetown,"(6.8137426, -58.1624465)",6.8137426,-58.1624465
jqadiaries-v35-1824-02-03,1824-02-03,New-Hampshire,"(43.4849133, -71.6553992)",43.4849133,-71.6553992
jqadiaries-v35-1824-02-03,1824-02-03,J. Loney,"(10.8002279, 122.9722009)",10.8002279,122.9722009
jqadiaries-v35-1824-02-03,1824-02-03,Charleston,"(32.7876012, -79.9402728)",32.7876012,-79.9402728
jqadiaries-v35-1824-02-03,1824-02-03,Pittsburgh,"(40.4416941, -79.9900861)",40.4416941,-79.9900861
jqadiaries-v35-1824-02-03,1824-02-03,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v35-1824-02-03,1824-02-03,Dallas,"(32.7762719, -96.7968559)",32.7762719,-96.7968559
jqadiaries-v35-1824-02-04,1824-02-04,Wilcocks,"(53.63577665, -2.5582844475958013)",53.63577665,-2.5582844475958013
jqadiaries-v35-1824-02-04,1824-02-04,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v35-1824-02-05,1824-02-05,Harrisburg,"(40.2663107, -76.8861122)",40.2663107,-76.8861122
jqadiaries-v35-1824-02-05,1824-02-05,Trenton,"(40.2170575, -74.7429463)",40.2170575,-74.7429463
jqadiaries-v35-1824-02-08,1824-02-08,A.M.,"(48.8370135, 2.2619135)",48.8370135,2.2619135
jqadiaries-v35-1824-02-09,1824-02-09,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
