entry,date,places,coordinates,lat,lon
jqadiaries-v37-1825-12-20,1825-12-20,Louisiana,"(30.8703881, -92.007126)",30.8703881,-92.007126
jqadiaries-v37-1825-12-20,1825-12-20,H.R.U.S.,"(3.4134276999999997, 101.56854987461735)",3.4134276999999997,101.56854987461735
jqadiaries-v37-1825-12-20,1825-12-20,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v37-1825-12-20,1825-12-20,the Emperor of Russia,"(52.2754864, 104.2772072)",52.2754864,104.2772072
jqadiaries-v37-1825-12-20,1825-12-20,Cuba,"(23.0131338, -80.8328748)",23.0131338,-80.8328748
jqadiaries-v37-1825-12-20,1825-12-20,Salazar,"(7.7849895, -72.8446027746108)",7.7849895,-72.8446027746108
jqadiaries-v37-1825-12-20,1825-12-20,Washington,"(38.8949924, -77.0365581)",38.8949924,-77.0365581
jqadiaries-v37-1825-12-20,1825-12-20,Alexandria,"(38.8051095, -77.0470229)",38.8051095,-77.0470229
jqadiaries-v37-1825-12-20,1825-12-20,Great Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v37-1825-12-20,1825-12-20,Conway,"(35.2521996, -92.6888936)",35.2521996,-92.6888936
jqadiaries-v37-1825-12-20,1825-12-20,Hemphill,"(35.8293476, -100.2564532)",35.8293476,-100.2564532
jqadiaries-v37-1825-12-20,1825-12-20,Vinton,"(42.1662438, -92.021343)",42.1662438,-92.021343
jqadiaries-v37-1825-12-20,1825-12-20,Wales,"(52.2928116, -3.73893)",52.2928116,-3.73893
jqadiaries-v37-1825-12-21,1825-12-21,Garden,"(40.7505247, -73.99355027800776)",40.7505247,-73.99355027800776
jqadiaries-v37-1825-12-21,1825-12-21,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v37-1825-12-21,1825-12-21,New-Hampshire,"(43.4849133, -71.6553992)",43.4849133,-71.6553992
jqadiaries-v37-1825-12-21,1825-12-21,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v37-1825-12-21,1825-12-21,Louisiana,"(30.8703881, -92.007126)",30.8703881,-92.007126
jqadiaries-v37-1825-12-21,1825-12-21,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
jqadiaries-v37-1825-12-21,1825-12-21,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v37-1825-12-21,1825-12-21,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v37-1825-12-21,1825-12-21,Easton,"(40.6916081, -75.2099866)",40.6916081,-75.2099866
jqadiaries-v37-1825-12-21,1825-12-21,Washington,"(38.8949924, -77.0365581)",38.8949924,-77.0365581
jqadiaries-v37-1825-12-22,1825-12-22,the N.W. Coast,"(-42.9945669, 170.7100413)",-42.9945669,170.7100413
jqadiaries-v37-1825-12-22,1825-12-22,Middleton,"(43.0962919, -89.5119565)",43.0962919,-89.5119565
jqadiaries-v37-1825-12-22,1825-12-22,Tennessee,"(35.7730076, -86.2820081)",35.7730076,-86.2820081
jqadiaries-v37-1825-12-22,1825-12-22,the Creek Indians,"(18.33183555, -64.62883927087358)",18.33183555,-64.62883927087358
jqadiaries-v37-1825-12-22,1825-12-22,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v37-1825-12-22,1825-12-22,the Creek Delegation,"(35.07233, 9.604522727272728)",35.07233,9.604522727272728
jqadiaries-v37-1825-12-22,1825-12-22,the State of Georgia,"(30.85659895, -81.67813363112131)",30.85659895,-81.67813363112131
jqadiaries-v37-1825-12-22,1825-12-22,Forsyth,"(39.9325368, -88.9511912)",39.9325368,-88.9511912
jqadiaries-v37-1825-12-22,1825-12-22,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v37-1825-12-22,1825-12-22,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v37-1825-12-22,1825-12-22,the States of the Union,"(40.7295282, -73.9905606)",40.7295282,-73.9905606
jqadiaries-v37-1825-12-22,1825-12-22,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v37-1825-12-22,1825-12-22,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v37-1825-12-22,1825-12-22,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v37-1825-12-22,1825-12-22,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v37-1825-12-22,1825-12-22,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v37-1825-12-23,1825-12-23,Georgetown,"(6.8137426, -58.1624465)",6.8137426,-58.1624465
jqadiaries-v37-1825-12-23,1825-12-23,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v37-1825-12-23,1825-12-23,Consul,"(49.2946391, -109.52026365554357)",49.2946391,-109.52026365554357
jqadiaries-v37-1825-12-23,1825-12-23,Jamaica,"(18.1850507, -77.3947693)",18.1850507,-77.3947693
jqadiaries-v37-1825-12-23,1825-12-23,Great-Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v37-1825-12-23,1825-12-23,Virginia,"(37.1232245, -78.4927721)",37.1232245,-78.4927721
jqadiaries-v37-1825-12-23,1825-12-23,Warrington,"(53.3899497, -2.5943178)",53.3899497,-2.5943178
jqadiaries-v37-1825-12-23,1825-12-23,Vermont,"(44.5990718, -72.5002608)",44.5990718,-72.5002608
jqadiaries-v37-1825-12-23,1825-12-23,Tennessee,"(35.7730076, -86.2820081)",35.7730076,-86.2820081
jqadiaries-v37-1825-12-23,1825-12-23,North-Carolina,"(35.6729639, -79.0392919)",35.6729639,-79.0392919
jqadiaries-v37-1825-12-23,1825-12-23,Newcastle,"(54.9738474, -1.6131572)",54.9738474,-1.6131572
jqadiaries-v37-1825-12-23,1825-12-23,Delaware,"(38.6920451, -75.4013315)",38.6920451,-75.4013315
jqadiaries-v37-1825-12-23,1825-12-23,Illinois,"(40.0796606, -89.4337288)",40.0796606,-89.4337288
jqadiaries-v37-1825-12-23,1825-12-23,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v37-1825-12-23,1825-12-23,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v37-1825-12-23,1825-12-23,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v37-1825-12-23,1825-12-23,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v37-1825-12-23,1825-12-23,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v37-1825-12-23,1825-12-23,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v37-1825-12-23,1825-12-23,N. Ward,"(60.3353429, -1.386442)",60.3353429,-1.386442
jqadiaries-v37-1825-12-24,1825-12-24,Kentucky,"(37.5726028, -85.1551411)",37.5726028,-85.1551411
jqadiaries-v37-1825-12-24,1825-12-24,Panama,"(8.559559, -81.1308434)",8.559559,-81.1308434
jqadiaries-v37-1825-12-24,1825-12-24,District,"(11.1916713, 124.7826773)",11.1916713,124.7826773
jqadiaries-v37-1825-12-24,1825-12-24,Rhode-Island,"(41.7962409, -71.5992372)",41.7962409,-71.5992372
jqadiaries-v37-1825-12-24,1825-12-24,the Roman Catholic Bishop,"(52.5495215, -1.8120284953342134)",52.5495215,-1.8120284953342134
jqadiaries-v37-1825-12-24,1825-12-24,Charleston,"(32.7876012, -79.9402728)",32.7876012,-79.9402728
jqadiaries-v37-1825-12-24,1825-12-24,England,"(52.5310214, -1.2649062)",52.5310214,-1.2649062
jqadiaries-v37-1825-12-24,1825-12-24,Charleston,"(32.7876012, -79.9402728)",32.7876012,-79.9402728
jqadiaries-v37-1825-12-24,1825-12-24,Alburg,"(44.7772765, -74.5815683)",44.7772765,-74.5815683
jqadiaries-v37-1825-12-24,1825-12-24,Alabama,"(33.2588817, -86.8295337)",33.2588817,-86.8295337
jqadiaries-v37-1825-12-24,1825-12-24,Israel,"(31.5313113, 34.8667654)",31.5313113,34.8667654
jqadiaries-v37-1825-12-24,1825-12-24,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v37-1825-12-24,1825-12-24,China,"(35.000074, 104.999927)",35.000074,104.999927
jqadiaries-v37-1825-12-24,1825-12-24,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v37-1825-12-24,1825-12-24,Teas,"(-9.9704137, 124.2916198)",-9.9704137,124.2916198
jqadiaries-v37-1825-12-24,1825-12-24,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v37-1825-12-24,1825-12-24,Rockville,"(39.0817985, -77.1516844)",39.0817985,-77.1516844
jqadiaries-v37-1825-12-25,1825-12-25,the Bishop of Charleston,"(32.8224929, -80.0511925)",32.8224929,-80.0511925
jqadiaries-v37-1825-12-25,1825-12-25,Copernicus,"(61.8942798, 12.7631341)",61.8942798,12.7631341
jqadiaries-v37-1825-12-25,1825-12-25,Charleston,"(32.7876012, -79.9402728)",32.7876012,-79.9402728
jqadiaries-v37-1825-12-25,1825-12-25,Mass,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v37-1825-12-26,1825-12-26,Kentucky,"(37.5726028, -85.1551411)",37.5726028,-85.1551411
jqadiaries-v37-1825-12-26,1825-12-26,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v37-1825-12-26,1825-12-26,Mackintosh,"(57.4773773, -4.09904907852941)",57.4773773,-4.09904907852941
jqadiaries-v37-1825-12-26,1825-12-26,Creek,"(10.2735633, -84.0739102)",10.2735633,-84.0739102
jqadiaries-v37-1825-12-26,1825-12-26,Wurtz,"(48.6882956, 2.3849586)",48.6882956,2.3849586
jqadiaries-v37-1825-12-26,1825-12-26,Hemphill,"(35.8293476, -100.2564532)",35.8293476,-100.2564532
jqadiaries-v37-1825-12-26,1825-12-26,the City and County of Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v37-1825-12-26,1825-12-26,Wurtz,"(48.6882956, 2.3849586)",48.6882956,2.3849586
jqadiaries-v37-1825-12-26,1825-12-26,Wurtz,"(48.6882956, 2.3849586)",48.6882956,2.3849586
jqadiaries-v37-1825-12-26,1825-12-26,Affair,"(60.6049937, 15.6362407)",60.6049937,15.6362407
jqadiaries-v37-1825-12-26,1825-12-26,N York,"(43.7543263, -79.44911696639593)",43.7543263,-79.44911696639593
jqadiaries-v37-1825-12-26,1825-12-26,West-Point,"(33.6076186, -88.6503255)",33.6076186,-88.6503255
jqadiaries-v37-1825-12-26,1825-12-26,North,"(60.5000209, 9.0999715)",60.5000209,9.0999715
jqadiaries-v37-1825-12-27,1825-12-27,U.S.,"(22.3129176, 114.0429944)",22.3129176,114.0429944
jqadiaries-v37-1825-12-27,1825-12-27,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v37-1825-12-28,1825-12-28,Georgetown,"(6.8137426, -58.1624465)",6.8137426,-58.1624465
jqadiaries-v37-1825-12-28,1825-12-28,Quaker,"(38.0523131, -82.4276498)",38.0523131,-82.4276498
jqadiaries-v37-1825-12-28,1825-12-28,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v37-1825-12-28,1825-12-28,Tennessee,"(35.7730076, -86.2820081)",35.7730076,-86.2820081
jqadiaries-v37-1825-12-28,1825-12-28,Chargé,"(47.4325108, 1.0310754)",47.4325108,1.0310754
jqadiaries-v37-1825-12-28,1825-12-28,Guatemala,"(15.6356088, -89.8988087)",15.6356088,-89.8988087
jqadiaries-v37-1825-12-28,1825-12-28,Ohio,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
jqadiaries-v37-1825-12-28,1825-12-28,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v37-1825-12-28,1825-12-28,District,"(11.1916713, 124.7826773)",11.1916713,124.7826773
jqadiaries-v37-1825-12-28,1825-12-28,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v37-1825-12-28,1825-12-28,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v37-1825-12-28,1825-12-28,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v37-1825-12-28,1825-12-28,Republics,"(37.0696077, 27.4612402)",37.0696077,27.4612402
jqadiaries-v37-1825-12-28,1825-12-28,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v37-1825-12-28,1825-12-28,Cuba,"(23.0131338, -80.8328748)",23.0131338,-80.8328748
jqadiaries-v37-1825-12-28,1825-12-28,the Ministers of Mexico,"(41.637458, -74.449939)",41.637458,-74.449939
jqadiaries-v37-1825-12-28,1825-12-28,Islands,"(33.8389917, -96.7599994)",33.8389917,-96.7599994
jqadiaries-v37-1825-12-28,1825-12-28,Michigan,"(43.6211955, -84.6824346)",43.6211955,-84.6824346
jqadiaries-v37-1825-12-28,1825-12-28,Kentucky,"(37.5726028, -85.1551411)",37.5726028,-85.1551411
jqadiaries-v37-1825-12-28,1825-12-28,U.S.,"(22.3129176, 114.0429944)",22.3129176,114.0429944
jqadiaries-v37-1825-12-28,1825-12-28,Eastern Virginia,"(14.6709729, 121.0393608)",14.6709729,121.0393608
jqadiaries-v37-1825-12-28,1825-12-28,Hingham,"(42.2417669, -70.8897676)",42.2417669,-70.8897676
jqadiaries-v37-1825-12-29,1825-12-29,Georgetown,"(6.8137426, -58.1624465)",6.8137426,-58.1624465
jqadiaries-v37-1825-12-29,1825-12-29,England,"(52.5310214, -1.2649062)",52.5310214,-1.2649062
jqadiaries-v37-1825-12-29,1825-12-29,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v37-1825-12-29,1825-12-29,District,"(11.1916713, 124.7826773)",11.1916713,124.7826773
jqadiaries-v37-1825-12-29,1825-12-29,Virginia,"(37.1232245, -78.4927721)",37.1232245,-78.4927721
jqadiaries-v37-1825-12-30,1825-12-30,Central America,"(-30.29284845, 153.12561585745573)",-30.29284845,153.12561585745573
jqadiaries-v37-1825-12-30,1825-12-30,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v37-1825-12-30,1825-12-30,U.S.,"(22.3129176, 114.0429944)",22.3129176,114.0429944
jqadiaries-v37-1825-12-30,1825-12-30,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v37-1825-12-30,1825-12-30,St. Petersburg,"(27.7703796, -82.6695085)",27.7703796,-82.6695085
jqadiaries-v37-1825-12-30,1825-12-30,Colombia,"(2.8894434, -73.783892)",2.8894434,-73.783892
jqadiaries-v37-1825-12-30,1825-12-30,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v37-1825-12-30,1825-12-30,Cuba,"(23.0131338, -80.8328748)",23.0131338,-80.8328748
jqadiaries-v37-1825-12-30,1825-12-30,the Emperor of Russia,"(52.2754864, 104.2772072)",52.2754864,104.2772072
jqadiaries-v37-1825-12-30,1825-12-30,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v37-1825-12-30,1825-12-30,Islands,"(33.8389917, -96.7599994)",33.8389917,-96.7599994
jqadiaries-v37-1825-12-30,1825-12-30,Paris,"(48.8566969, 2.3514616)",48.8566969,2.3514616
jqadiaries-v37-1825-12-30,1825-12-30,Kansas,"(38.27312, -98.5821872)",38.27312,-98.5821872
jqadiaries-v37-1825-12-30,1825-12-30,Ohio,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
jqadiaries-v37-1825-12-30,1825-12-30,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v37-1825-12-31,1825-12-31,Portland,"(45.5202471, -122.6741949)",45.5202471,-122.6741949
jqadiaries-v37-1825-12-31,1825-12-31,Maryland,"(39.5162234, -76.9382069)",39.5162234,-76.9382069
jqadiaries-v37-1825-12-31,1825-12-31,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v37-1825-12-31,1825-12-31,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v37-1825-12-31,1825-12-31,Panama,"(8.559559, -81.1308434)",8.559559,-81.1308434
jqadiaries-v37-1825-12-31,1825-12-31,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v37-1825-12-31,1825-12-31,Alabama,"(33.2588817, -86.8295337)",33.2588817,-86.8295337
jqadiaries-v37-1825-12-31,1825-12-31,Charleston,"(32.7876012, -79.9402728)",32.7876012,-79.9402728
jqadiaries-v37-1825-12-31,1825-12-31,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v37-1825-12-xx,1825-12,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v37-1825-12-xx,1825-12,Breakfast,"(35.9049606, -78.6002383)",35.9049606,-78.6002383
jqadiaries-v37-1825-12-xx,1825-12,Diary,"(37.173626, 44.028287)",37.173626,44.028287
jqadiaries-v23-1825-01-05,1825-01-05,Quarles,"(38.4708521, -93.7538246)",38.4708521,-93.7538246
jqadiaries-v23-1825-01-06,1825-01-06,South-Sea,"(34.1347188, 128.0619728)",34.1347188,128.0619728
jqadiaries-v23-1825-01-07,1825-01-07,Ingham,"(42.5860505, -84.3800841)",42.5860505,-84.3800841
jqadiaries-v23-1825-01-10,1825-01-10,Dunlop,"(55.7125497, -4.5348109)",55.7125497,-4.5348109
jqadiaries-v23-1825-01-10,1825-01-10,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v23-1825-01-10,1825-01-10,P.U.S.,"(22.3129176, 114.0429944)",22.3129176,114.0429944
jqadiaries-v23-1825-01-12,1825-01-12,Drawing,"(54.2357124, 20.9879562)",54.2357124,20.9879562
jqadiaries-v23-1825-01-17,1825-01-17,VI,"(17.789187, -64.7080574)",17.789187,-64.7080574
jqadiaries-v23-1825-01-17,1825-01-17,P.U.S.,"(22.3129176, 114.0429944)",22.3129176,114.0429944
jqadiaries-v23-1825-01-21,1825-01-21,Missouri,"(38.7604815, -92.5617875)",38.7604815,-92.5617875
jqadiaries-v23-1825-01-25,1825-01-25,VI,"(17.789187, -64.7080574)",17.789187,-64.7080574
jqadiaries-v23-1825-01-28,1825-01-28,Corning,"(42.1435257, -77.0543408)",42.1435257,-77.0543408
jqadiaries-v23-1825-01-28,1825-01-28,Salazar,"(7.7849895, -72.8446027746108)",7.7849895,-72.8446027746108
jqadiaries-v32-1822-05-01,1822-05-01,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v32-1822-05-01,1822-05-01,Virginia,"(37.1232245, -78.4927721)",37.1232245,-78.4927721
jqadiaries-v32-1822-05-01,1822-05-01,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v32-1822-05-01,1822-05-01,South-America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v32-1822-05-01,1822-05-01,Cincinnati,"(39.1014537, -84.5124602)",39.1014537,-84.5124602
jqadiaries-v32-1822-05-01,1822-05-01,Ohio,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
jqadiaries-v32-1822-05-01,1822-05-01,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v32-1822-05-01,1822-05-01,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v32-1822-05-02,1822-05-02,Mississippi,"(32.9715285, -89.7348497)",32.9715285,-89.7348497
jqadiaries-v32-1822-05-02,1822-05-02,Florida,"(27.7567667, -81.4639835)",27.7567667,-81.4639835
jqadiaries-v32-1822-05-02,1822-05-02,Dauphin Island,"(30.2542022, -88.1124817)",30.2542022,-88.1124817
jqadiaries-v32-1822-05-03,1822-05-03,Portugal,"(40.0332629, -7.8896263)",40.0332629,-7.8896263
jqadiaries-v32-1822-05-03,1822-05-03,Maine,"(45.709097, -68.8590201)",45.709097,-68.8590201
jqadiaries-v32-1822-05-03,1822-05-03,Maine,"(45.709097, -68.8590201)",45.709097,-68.8590201
jqadiaries-v32-1822-05-03,1822-05-03,Portugal,"(40.0332629, -7.8896263)",40.0332629,-7.8896263
jqadiaries-v32-1822-05-03,1822-05-03,South-America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v32-1822-05-03,1822-05-03,Peru,"(-6.8699697, -75.0458515)",-6.8699697,-75.0458515
jqadiaries-v32-1822-05-03,1822-05-03,Maryland,"(39.5162234, -76.9382069)",39.5162234,-76.9382069
jqadiaries-v32-1822-05-03,1822-05-03,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
jqadiaries-v32-1822-05-03,1822-05-03,Kentucky,"(37.5726028, -85.1551411)",37.5726028,-85.1551411
jqadiaries-v32-1822-05-03,1822-05-03,Chemistry,"(42.371629, -71.2323245)",42.371629,-71.2323245
jqadiaries-v32-1822-05-03,1822-05-03,Passport,"(38.7892139, -88.2436533)",38.7892139,-88.2436533
jqadiaries-v32-1822-05-03,1822-05-03,Europe,"(51.0, 10.0)",51.0,10.0
jqadiaries-v32-1822-05-03,1822-05-03,Paris,"(48.8566969, 2.3514616)",48.8566969,2.3514616
jqadiaries-v32-1822-05-04,1822-05-04,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v32-1822-05-04,1822-05-04,Office,"(10.456726100000001, 76.29150948353822)",10.456726100000001,76.29150948353822
jqadiaries-v32-1822-05-04,1822-05-04,Florida,"(27.7567667, -81.4639835)",27.7567667,-81.4639835
jqadiaries-v32-1822-05-04,1822-05-04,South-America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v32-1822-05-04,1822-05-04,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v32-1822-05-05,1822-05-05,South-Carolina,"(33.6874388, -80.4363743)",33.6874388,-80.4363743
jqadiaries-v32-1822-05-06,1822-05-06,Portugal,"(40.0332629, -7.8896263)",40.0332629,-7.8896263
jqadiaries-v32-1822-05-06,1822-05-06,Tennessee,"(35.7730076, -86.2820081)",35.7730076,-86.2820081
jqadiaries-v32-1822-05-06,1822-05-06,North-Carolina,"(35.6729639, -79.0392919)",35.6729639,-79.0392919
jqadiaries-v32-1822-05-06,1822-05-06,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v32-1822-05-06,1822-05-06,the Baron de Neuville,"(47.6118341, -0.6435568)",47.6118341,-0.6435568
jqadiaries-v32-1822-05-06,1822-05-06,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v32-1822-05-06,1822-05-06,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v32-1822-05-06,1822-05-06,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v32-1822-05-06,1822-05-06,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v32-1822-05-07,1822-05-07,Connecticut,"(41.6500201, -72.7342163)",41.6500201,-72.7342163
jqadiaries-v32-1822-05-07,1822-05-07,Burton,"(52.802742, -1.629917)",52.802742,-1.629917
jqadiaries-v32-1822-05-07,1822-05-07,North-Carolina,"(35.6729639, -79.0392919)",35.6729639,-79.0392919
jqadiaries-v32-1822-05-07,1822-05-07,Newton,"(30.8118989, -93.740504)",30.8118989,-93.740504
jqadiaries-v32-1822-05-07,1822-05-07,Virginia,"(37.1232245, -78.4927721)",37.1232245,-78.4927721
jqadiaries-v32-1822-05-07,1822-05-07,the People of Virginia,"(36.853590499999996, -76.29976023659782)",36.853590499999996,-76.29976023659782
jqadiaries-v32-1822-05-07,1822-05-07,South,"(36.638392, 127.6961188)",36.638392,127.6961188
jqadiaries-v32-1822-05-07,1822-05-07,West-India,"(10.3973043, 76.26342265409721)",10.3973043,76.26342265409721
jqadiaries-v32-1822-05-07,1822-05-07,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v32-1822-05-07,1822-05-07,Great-Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v32-1822-05-07,1822-05-07,Islands,"(33.8389917, -96.7599994)",33.8389917,-96.7599994
jqadiaries-v32-1822-05-07,1822-05-07,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v32-1822-05-07,1822-05-07,Great-Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v32-1822-05-07,1822-05-07,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v32-1822-05-07,1822-05-07,West-Indies,"(50.83635905, 0.46178907969151417)",50.83635905,0.46178907969151417
jqadiaries-v32-1822-05-08,1822-05-08,Washington City Gazette,"(46.8822379, -117.3648743)",46.8822379,-117.3648743
jqadiaries-v32-1822-05-08,1822-05-08,Ohio,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
jqadiaries-v32-1822-05-08,1822-05-08,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v32-1822-05-08,1822-05-08,Gentlemen,"(50.928562, 6.9375287)",50.928562,6.9375287
jqadiaries-v32-1822-05-08,1822-05-08,Vermont,"(44.5990718, -72.5002608)",44.5990718,-72.5002608
jqadiaries-v32-1822-05-08,1822-05-08,Vermont,"(44.5990718, -72.5002608)",44.5990718,-72.5002608
jqadiaries-v32-1822-05-08,1822-05-08,South-America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v32-1822-05-09,1822-05-09,Illinois,"(40.0796606, -89.4337288)",40.0796606,-89.4337288
jqadiaries-v32-1822-05-09,1822-05-09,Illinois,"(40.0796606, -89.4337288)",40.0796606,-89.4337288
jqadiaries-v32-1822-05-09,1822-05-09,North-Carolina,"(35.6729639, -79.0392919)",35.6729639,-79.0392919
jqadiaries-v32-1822-05-09,1822-05-09,Paris,"(48.8566969, 2.3514616)",48.8566969,2.3514616
jqadiaries-v32-1822-05-10,1822-05-10,New-Hampshire,"(43.4849133, -71.6553992)",43.4849133,-71.6553992
jqadiaries-v32-1822-05-10,1822-05-10,Baldwin,"(30.5677527, -87.7324392)",30.5677527,-87.7324392
jqadiaries-v32-1822-05-10,1822-05-10,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v32-1822-05-10,1822-05-10,Baldwin,"(30.5677527, -87.7324392)",30.5677527,-87.7324392
jqadiaries-v32-1822-05-10,1822-05-10,Sardinia,"(40.0912813, 9.0305773)",40.0912813,9.0305773
jqadiaries-v32-1822-05-11,1822-05-11,Columbia,"(2.8894434, -73.783892)",2.8894434,-73.783892
jqadiaries-v32-1822-05-11,1822-05-11,Paris,"(48.8566969, 2.3514616)",48.8566969,2.3514616
jqadiaries-v32-1822-05-11,1822-05-11,Louisiana,"(30.8703881, -92.007126)",30.8703881,-92.007126
jqadiaries-v32-1822-05-13,1822-05-13,Tennessee,"(35.7730076, -86.2820081)",35.7730076,-86.2820081
jqadiaries-v32-1822-05-13,1822-05-13,Tennessee,"(35.7730076, -86.2820081)",35.7730076,-86.2820081
jqadiaries-v32-1822-05-13,1822-05-13,Eaton,"(42.5935964, -84.8443666)",42.5935964,-84.8443666
jqadiaries-v32-1822-05-13,1822-05-13,Eaton,"(42.5935964, -84.8443666)",42.5935964,-84.8443666
